Account_Number,Total_Spend,Avg_Spend,Transaction_Count,Age,Income,Total_Loyalty,Cluster,PCA1,PCA2
FTLS66048736826911,4036.61,4036.61,1,59,82841.12,229,2,1.5193165390803336,0.580444472783272
FTQC18624380118038,3161.13,3161.13,1,57,57169.29,193,2,0.6434359819668166,0.2657812324950126
FTSB55523783904975,3251.74,3251.74,1,66,144720.08,269,2,0.7556747984053289,1.2687245974364338
FTYJ42052030657128,4119.1,4119.1,1,38,50999.54,381,1,1.6113658062121363,0.2178191666151644
FUAP44114862978328,3667.47,3667.47,1,19,127906.21,412,1,1.1716345096542777,-0.3379268566716938
FUFK67871888223788,4397.23,4397.23,1,49,118942.44,418,2,1.9026713538912239,1.079969110964686
FUUZ72447539879201,6.43,6.43,1,48,38348.63,80,0,-2.5024342124120795,-0.6896705128557947
FVGM23916135024855,4631.1,4631.1,1,26,29890.38,214,1,2.09157925704228,-1.1987564977061598
FVIY38720757931444,3371.79,3371.79,1,19,62362.22,15,1,0.8196739363406876,-2.365761346182212
FVJV46263251448811,2920.44,2920.44,1,59,76481.82,46,2,0.3886905094341767,-0.2787317776684082
FVND12312616324888,1500.4,1500.4,1,19,46573.82,256,3,-1.0058134554793168,-1.2412247000541294
FVQJ63955564226081,1237.69,1237.69,1,58,54624.79,331,0,-1.2451266323104886,0.9871439632676411
FVVV04181359989897,2014.99,2014.99,1,35,72057.33,279,3,-0.48556993366230594,-0.31794219734030127
FVYB66604853123443,3943.66,3943.66,1,44,121892.75,232,2,1.4281190254236165,-0.01792537912028763
FVYP02907542248980,2612.32,2612.32,1,65,128071.05,442,2,0.14206443800898677,2.0038644535397463
FVZR83149141011201,3311.79,3311.79,1,54,87955.5,156,2,0.790767486490238,0.024083304194702074
FWLE85520298135283,2789.96,2789.96,1,68,77963.61,2,2,0.2562700780631163,-0.05281266224533739
FWOW63396800711947,1037.07,1037.07,1,18,27212.52,22,3,-1.4977685919902948,-2.4309533512132466
FWQJ00001374378471,2964.63,2964.63,1,44,115437.5,330,2,0.46968780070500665,0.44276898792094316
FWQJ38632221705075,4567.2,4567.2,1,44,138933.92,322,2,2.0597285474225275,0.43832160474891785
FXAB10292718229094,2420.9,2420.9,1,32,58396.38,328,1,-0.07933506122768984,-0.27053180118506515
FXEH50799378735219,3602.84,3602.84,1,39,44789.45,473,1,1.1111150239778496,0.690924109650003
FXEW08595031215595,4012.31,4012.31,1,50,112251.97,368,2,1.5142019314642825,0.8815443171040396
FXID24845467313717,1381.87,1381.87,1,61,73777.59,481,0,-1.079821789283408,1.8811171145702832
FXIV64844941163187,1495.73,1495.73,1,66,114641.67,352,0,-0.9775260824683027,1.61205741458855
FXNK81772925783636,3549.9,3549.9,1,56,53333.26,91,2,1.0148664000626073,-0.2775322121725719
FXNO39589483286464,3362.09,3362.09,1,56,76910.19,322,2,0.8613026369965472,0.8716483365660231
FXOH82760670625091,3808.89,3808.89,1,54,149114.18,200,2,1.2962659171013289,0.3765561380402171
FXXQ09956052440847,427.89,427.89,1,68,102191.46,265,0,-2.0480304203511617,1.2835028923598073
FXYM49747870676442,150.82,150.82,1,69,116008.56,242,0,-2.323729746202387,1.2618399716530522
FXYP20028394823220,3533.56,3533.56,1,30,92699.53,107,1,0.9983691394739369,-1.3372524385570284
FYDO58839785708200,640.8,640.8,1,48,77429.61,45,0,-1.8736610911492266,-0.7665331383700996
FYDW51009991299824,2066.21,2066.21,1,28,52177.67,231,3,-0.44519532782611465,-0.9267395508761411
FYEF83721302732204,3659.23,3659.23,1,49,83620.48,439,2,1.1698195007339685,1.1020443332540368
FYEV49476419495832,2765.74,2765.74,1,49,120438.18,325,2,0.2738406791322818,0.6722884403726369
FYYH34617891771020,3561.68,3561.68,1,36,85412.38,235,1,1.0435235989329565,-0.46887419424367993
FYYH80294462763514,2114.46,2114.46,1,32,59245.43,496,3,-0.3612606328579099,0.5270840809690924
FZCZ17245605182080,1920.83,1920.83,1,59,86037.84,282,0,-0.5704511557513966,0.8718464909697157
FZEQ01771062945026,438.26,438.26,1,37,25533.44,479,3,-2.027358453689789,0.626757657316433
FZFI06547476950904,3167.22,3167.22,1,28,86945.98,114,1,0.6349810465246262,-1.4077847315204004
FZHV59402169806813,4381.18,4381.18,1,31,111338.56,135,1,1.8445162699089674,-1.124890166819005
FZIU37795076557374,3441.78,3441.78,1,47,78113.66,212,2,0.9238121065896352,-0.07140409363399829
FZKP48153246063981,1676.61,1676.61,1,44,38266.38,95,0,-0.8462349151109422,-0.8359623938358541
FZMJ30954497912799,4852.15,4852.15,1,56,63110.83,344,2,2.3393568301199354,0.9166316061944728
FZQC46172701891388,1618.7,1618.7,1,66,144333.82,431,0,-0.8419845738942308,2.056312658816922
FZSM08070633699879,3173.02,3173.02,1,36,67727.46,66,1,0.6344314850476552,-1.302261740813276
FZSN56120646467647,1706.26,1706.26,1,52,28423.12,32,0,-0.8239897956550296,-0.7778927287068192
FZVF55145885018299,5.46,5.46,1,19,107252.52,431,3,-2.4577989974716745,-0.2415113836893049
GABV60328979573775,3100.69,3100.69,1,44,41467.42,177,1,0.5761557192984355,-0.4649330229382488
GACR17960757898497,3429.97,3429.97,1,64,105129.17,129,2,0.9090910175747426,0.4128284964470919
GAXA90387556761342,4006.09,4006.09,1,54,132946.53,169,2,1.4858255321557907,0.1869579683727669
GAYE93095872020752,2876.66,2876.66,1,36,59296.39,412,1,0.38439838182510633,0.309537281373882
GAZX68317641726808,3711.04,3711.04,1,56,95864.76,64,2,1.1760489632234952,-0.30049394113425826
GBJG50238502289466,4748.31,4748.31,1,62,50185.27,223,2,2.2209136866656647,0.6012563910169035
GBPQ37164294612579,2609.26,2609.26,1,42,38158.18,19,1,0.06776823469272165,-1.3037729189387162
GBQD51130010589911,1590.89,1590.89,1,27,112802.76,156,3,-0.9191741373282716,-1.16743365824237
GBQV71439039092005,3269.4,3269.4,1,41,120374.43,355,2,0.7747512261699236,0.4255146903843567
GBTG53521517346606,4821.27,4821.27,1,51,48426.18,105,2,2.274839049951132,-0.48168919392037274
GBYH81691948670769,4853.67,4853.67,1,57,35198.18,258,2,2.3267707444092784,0.48936252585910395
GCDZ79494422832995,2066.66,2066.66,1,62,87918.07,295,0,-0.4232156853194901,1.0777817956150384
GCHK71909366176588,4119.32,4119.32,1,60,61214.04,352,2,1.6149195323342378,1.1511377642363159
GCKE34993726995191,61.43,61.43,1,64,97866.66,485,0,-2.384402420130667,2.123955134498182
GCLX88785066067514,3525.15,3525.15,1,26,42712.05,373,1,1.0174804791238405,-0.40062142549576346
GCOB67836760696879,2614.11,2614.11,1,50,24948.76,52,0,0.07743713063986125,-0.801996946732873
GCRM92897284540182,3471.28,3471.28,1,38,103005.08,245,1,0.9578051419542577,-0.2813130514173278
GCRW39330111840654,1855.85,1855.85,1,24,57425.05,201,3,-0.6580190591830088,-1.2412202111167123
GCVQ06664059974308,4832.71,4832.71,1,27,115104.52,255,1,2.306898613981178,-0.7478551514105767
GDBR08348098544878,1290.35,1290.35,1,33,20811.08,277,3,-1.2105429804823742,-0.5391806637017167
GDBW20852056459803,4852.61,4852.61,1,42,31100.9,497,1,2.3520880861420066,0.8918423716080357
GDED46394762542926,4363.53,4363.53,1,55,60156.97,427,2,1.8651827850920677,1.2601841841166952
GDGA22037354053340,216.1,216.1,1,38,29083.2,150,3,-2.2893455005472534,-0.8614978805172991
GDGY96286338975470,2059.36,2059.36,1,62,97961.17,462,0,-0.4077155273767729,1.888949078127624
GDLY26210741443010,2632.67,2632.67,1,63,147848.46,379,2,0.15587002468600103,1.661758919689463
GDQC44210209016744,160.71,160.71,1,22,91700.03,195,3,-2.335412672387161,-1.2511836172222428
GDQP05098221625932,1315.95,1315.95,1,52,115779.25,149,0,-1.1855363530133978,-0.0019381532549310177
GDWC48241430444697,327.04,327.04,1,26,50584.41,45,3,-2.193653729917501,-1.872997416036676
GDWK93809627861189,1191.79,1191.79,1,27,100419.69,420,3,-1.282083759400865,0.050231695612005904
GDXK67261736292459,3241.61,3241.61,1,29,110397.33,277,1,0.7327604887344997,-0.5356584411772474
GEJA06157276829751,609.42,609.42,1,53,129284.83,461,0,-1.8436597663797447,1.5589385239099165
GEKZ15310430804531,4086.62,4086.62,1,44,103293.14,315,2,1.5783571682117876,0.3237021778416029
GEQB77113062113695,3196.55,3196.55,1,42,39292.33,9,1,0.648681986005195,-1.357417430187028
GEUM05904735352265,3505.73,3505.73,1,45,136439.72,312,2,1.0063737838383695,0.4495173472941429
GEVH03589298808583,1236.9,1236.9,1,33,133511.16,473,3,-1.2250652815902912,0.6666875542166906
GFAK85374858048276,1009.93,1009.93,1,30,132728.25,263,3,-1.4780296988469395,-0.4622235995404022
GFJH62962080598312,1459.84,1459.84,1,46,41842.38,386,0,-1.0225512228237952,0.640784083956503
GFLR97486971210698,2727.87,2727.87,1,23,30691.85,11,1,0.17833478461959723,-2.263832694125052
GFMT95376882409194,550.96,550.96,1,40,70844.39,312,3,-1.9311359390431326,0.09512804296590158
GFMZ76311431075398,2684.27,2684.27,1,38,43176.59,7,1,0.14007693713855934,-1.5387075619525477
GFXF39982137455611,2141.3,2141.3,1,35,141582.2,443,3,-0.3310967156849274,0.6261594674483818
GFYP70115491773260,2325.79,2325.79,1,61,101677.09,209,0,-0.17615546656443082,0.6559756957327195
GFZZ26373196824369,444.77,444.77,1,41,27803.42,47,0,-2.0753530743442954,-1.2106853719684136
GGGO31255235617817,2034.86,2034.86,1,55,76559.91,46,0,-0.49008394288595863,-0.4541622076233244
GGPT71302715133269,767.98,767.98,1,47,112137.96,266,3,-1.7152937865535498,0.31098988391528665
GGYJ31727496318853,4651.43,4651.43,1,49,45290.9,240,2,2.123038771195707,0.05352519360948122
GGYM91128981231795,1149.1,1149.1,1,55,141293.21,146,0,-1.3475127480135098,0.19300708556940996
GGZN10944164231654,3746.04,3746.04,1,26,119968.2,380,1,1.246322463777644,-0.17744807210425811
GHAN14435754789350,2579.34,2579.34,1,32,81013.25,224,1,0.06690616552077965,-0.7057439889274381
GHMA61013231230367,131.23,131.23,1,50,42009.0,294,0,-2.3501477347154887,0.41945978469821804
GHMX27244522759426,1639.81,1639.81,1,19,79879.54,318,3,-0.855751677342146,-0.8681672381024397
GHOI61215756264126,4547.39,4547.39,1,49,20925.0,54,1,1.9930638572855766,-0.8811887881262085
GHPW84061386748578,1766.03,1766.03,1,18,139917.27,198,3,-0.7394135040299172,-1.3317537543508815
GHQI71370587752221,4129.99,4129.99,1,38,121351.38,274,2,1.6165477819858745,-0.10940757129242809
GHTE38986225468629,4584.91,4584.91,1,60,147186.53,319,2,2.0821392571868187,1.20401461583098
GHUF52861323945645,3798.21,3798.21,1,66,61897.62,69,2,1.2618054252807402,0.11105718626075826
GICX48502759082680,146.73,146.73,1,36,140170.89,119,3,-2.349681305675249,-0.8225463039199981
GIFX09536773498529,184.32,184.32,1,49,144933.11,117,3,-2.3086482081160344,-0.2036082380966001
GIJO94592351638326,4922.28,4922.28,1,24,65353.16,25,1,2.3593684522722733,-2.098791737367018
GIJX96686679899470,4292.74,4292.74,1,46,130668.13,263,2,1.7796596602076642,0.23928195709200506
GIMH89012484479365,3493.91,3493.91,1,51,128359.79,76,2,0.9648488705345912,-0.3963419044699727
GIVJ59421042084182,1570.19,1570.19,1,42,43122.93,198,0,-0.9383785236145327,-0.4323044940062197
GJBN88772753866897,593.55,593.55,1,20,56914.44,347,3,-1.8913831901431601,-0.7250386985264449
GJDV37230735713618,3153.41,3153.41,1,52,80142.81,26,2,0.6155615861275338,-0.6996405097722062
GJLZ51638883289971,2217.85,2217.85,1,23,46273.71,266,1,-0.29241003607667526,-1.0165935693566912
GJMG32874256568668,36.86,36.86,1,23,40660.38,80,3,-2.4786969696593903,-1.8709149695463105
GJMY53363305754370,1917.36,1917.36,1,32,110145.07,209,3,-0.5877322771592074,-0.6926277755082209
GJQF36788387369323,3383.43,3383.43,1,60,133685.61,131,2,0.8654825326444873,0.3047664900420461
GJQR14608247407943,1614.45,1614.45,1,65,68156.96,440,0,-0.8541869029990679,1.8601969590907321
GJRD00334539317422,1894.9,1894.9,1,56,105700.01,117,0,-0.6159663694071997,0.002747211329036609
GJUK35381157509272,1431.46,1431.46,1,62,124718.98,372,0,-1.0385380267865656,1.542632551708868
GJUU33578437011803,4149.68,4149.68,1,50,87013.88,159,2,1.6204208067959662,-0.16746649043627462
GJWR56450446240441,5.85,5.85,1,24,45158.42,11,3,-2.517548865568657,-2.136368660107505
GJXW77784265979843,882.27,882.27,1,66,60870.91,424,0,-1.5825105868872429,1.8258505208509102
GJXX68348549751579,3449.53,3449.53,1,22,53356.64,122,1,0.9102924851752707,-1.743697428795565
GKBN96261684552527,399.45,399.45,1,34,44494.32,363,3,-2.0793938828418805,-0.013312405487255765
GKDC87786341448777,3975.26,3975.26,1,45,62296.15,229,1,1.4523678359732124,-0.13457334072546467
GKDO08716508170376,185.13,185.13,1,39,55575.07,140,3,-2.317974192797125,-0.794146533294747
GKNW60944697895500,3086.63,3086.63,1,35,82669.67,397,1,0.5930245528700528,0.2467437629453667
GKOD88285332319512,2356.32,2356.32,1,33,134058.13,491,3,-0.11320174380289656,0.7347850384824763
GKPE43440489021772,2681.75,2681.75,1,64,49885.11,5,0,0.14506322006274583,-0.29723522233363775
GKQL30101278969519,79.23,79.23,1,27,76177.69,325,3,-2.399854470471876,-0.4397521109314086
GKQO17020055501878,2591.12,2591.12,1,59,118795.7,358,2,0.10751834073523861,1.3008842488396253
GKUN34317191633547,2151.07,2151.07,1,34,33800.17,202,1,-0.3653711181301135,-0.8258919689936646
GKWI33732783969215,3027.67,3027.67,1,58,123330.52,445,2,0.5516853346473884,1.6671853634937879
GLAV54459318131254,1518.76,1518.76,1,33,140526.72,200,3,-0.9801422874057366,-0.604909873832633
GLBQ05423357415181,1616.39,1616.39,1,65,25915.2,402,0,-0.8620975813636573,1.5753930925791249
GLFV53220812749939,2347.0,2347.0,1,65,30731.52,263,0,-0.1553647835848459,0.921641975907859
GLGJ25556183262138,163.52,163.52,1,48,93495.01,13,0,-2.3489594172788757,-0.869155168058687
GLHV03138783056828,2810.56,2810.56,1,64,108494.95,362,2,0.32566244846060194,1.527656635936224
GLIO33702555634814,3313.47,3313.47,1,34,22903.06,9,1,0.7605103699723892,-1.7801015344952684
GLKY32587887022124,2331.15,2331.15,1,50,142374.83,390,2,-0.14566925707722275,1.0876268255029804
GLLY84227172662565,1207.94,1207.94,1,64,139410.47,37,0,-1.3010805998742287,0.10157323211825393
GLOO39783412708345,3314.13,3314.13,1,66,67479.05,50,2,0.7802233918250663,0.04342221049361689
GLUW31324527567195,1774.66,1774.66,1,51,35263.67,184,0,-0.7360402093558556,-0.0940224165347962
GLWS43012269415354,420.84,420.84,1,46,129590.98,374,3,-2.043636486319354,0.8211001931300284
GLXY18406392946513,4743.72,4743.72,1,64,77360.66,267,2,2.225750828347608,0.9714708283979989
GLYI64639897014557,574.56,574.56,1,66,90774.61,126,0,-1.9224787579000309,0.5034880305262909
GMEP18749603358268,102.29,102.29,1,44,73282.73,120,3,-2.399257124768087,-0.6052042233925469
GMKX32714725076233,2792.63,2792.63,1,46,91833.66,0,2,0.2543867735272519,-1.0716447258772932
GMNT83755504583875,3640.65,3640.65,1,67,83783.89,199,2,1.125251745162961,0.8276933994856863
GMPE45089320085875,3599.14,3599.14,1,24,86080.33,438,1,1.1037290372932698,-0.08208064092909234
GMUD59266866808079,470.01,470.01,1,20,99535.47,276,3,-2.0180227193455154,-0.9502565967679101
GMVE76176404046551,775.2,775.2,1,42,97111.92,387,3,-1.695604629157022,0.6052683341804602
GMVI14022695620948,1970.03,1970.03,1,20,82812.23,257,3,-0.5357321704304174,-1.1057026745417304
GMWC93538582406858,4918.18,4918.18,1,55,73275.93,341,2,2.405330744125986,0.8794887603538691
GNAD27827091760240,251.23,251.23,1,63,119875.8,436,0,-2.200316437136514,1.8980686320292557
GNPJ86756753515347,3531.41,3531.41,1,19,99848.44,478,1,1.0420331199120734,-0.09553966234848751
GNPQ57646391381074,3963.63,3963.63,1,63,62959.53,446,2,1.4737570556310935,1.7427426766362046
GNRS00577950017325,2656.96,2656.96,1,51,66311.41,262,0,0.15211466743041432,0.3367324812868948
GNTO45783517983871,1598.98,1598.98,1,36,138978.71,451,3,-0.8676019028862223,0.7134469205148202
GOAV21976174326417,1521.35,1521.35,1,70,136023.96,130,0,-0.9772350155519017,0.8104526547716835
GOEQ26593380419171,3608.39,3608.39,1,62,56903.34,454,2,1.1217318649000472,1.723440924236392
GOEY29380450308349,414.78,414.78,1,57,111072.44,321,0,-2.055701631245853,1.047427205982935
GOJC28391756735082,1794.05,1794.05,1,35,74707.64,190,3,-0.7157302567063307,-0.7265572861096755
GOMO03927499143839,1433.6,1433.6,1,51,84287.08,444,0,-1.0347800812724124,1.257912954364848
GORV46790870187260,3538.01,3538.01,1,39,137382.31,385,2,1.0462970328153924,0.5101094205734645
GOUX20945167670636,3184.91,3184.91,1,52,75520.93,187,2,0.6670319238233794,0.0458852021089773
GPCL57310520898318,2820.27,2820.27,1,34,43400.07,83,1,0.28363764636489197,-1.3725433913566019
GPEY81122314488636,4294.27,4294.27,1,47,94911.44,409,2,1.7961257746515897,0.8840699581101041
GPLS84913878701881,718.55,718.55,1,44,38731.18,72,0,-1.798699540912238,-0.9276422183593712
GPMI74769116122150,698.27,698.27,1,49,69370.73,391,0,-1.7726963996750802,0.8879791174591861
GPRN41189474717993,2100.81,2100.81,1,39,38240.82,425,0,-0.38453329097797107,0.4727451528609741
GQBS15884902891041,5.92,5.92,1,44,83117.98,236,3,-2.478645349469895,-0.03312071462324471
GQMJ04704208664786,3826.16,3826.16,1,43,43703.98,74,1,1.2818741407665546,-1.0031277987626037
GQNU47322322426378,1120.07,1120.07,1,41,144016.28,24,3,-1.3954681354114897,-1.0382674832932492
GQOF70759335924238,3587.93,3587.93,1,18,103896.12,99,1,1.0493168102777821,-1.917233351829869
GQPO12398189397204,3213.48,3213.48,1,26,101330.16,344,1,0.711671248412881,-0.38505148479948836
GQQG33149325485928,1989.79,1989.79,1,43,50619.97,234,0,-0.5167155097419217,-0.20336960780062313
GQQK46734743693908,1588.62,1588.62,1,41,39178.29,111,0,-0.9320739238849688,-0.8993565731340447
GQSP87261969716877,3998.68,3998.68,1,28,146500.99,373,1,1.499444115642543,-0.052969452268861975
GQTE44900915422184,3460.13,3460.13,1,19,66817.37,466,1,0.9659844129903776,-0.23371524417408265
GQTM33761851862671,3004.06,3004.06,1,68,30538.29,194,2,0.4877289785610227,0.7282951941480438
GRCK67997281561302,3807.16,3807.16,1,67,89590.97,358,2,1.3114907854889184,1.5877982002242568
GRDM51424329429284,2221.02,2221.02,1,31,130175.69,120,3,-0.29619356457835705,-1.113535278116519
GRFI03092283436445,4039.55,4039.55,1,32,131237.19,464,1,1.5509919778421488,0.52615946597583
GRHC81720357965640,568.66,568.66,1,33,148616.63,424,3,-1.8919342815202698,0.4847269258545922
GRRF32345335668228,2685.14,2685.14,1,20,68517.34,139,1,0.1561210145898572,-1.7083206711392545
GSDY85362054493392,1725.85,1725.85,1,34,76642.79,24,3,-0.8048012293037815,-1.5492235745423517
GSKL33089233313514,4206.63,4206.63,1,48,57499.55,67,2,1.661007697329035,-0.7702642202176151
GSKO87520702042620,140.37,140.37,1,26,55547.06,472,3,-2.3229499901340382,0.15180046351771276
GSPX84791665914445,4984.88,4984.88,1,55,62121.22,62,2,2.434111182351939,-0.4624639249268874
GSUV93925679746317,2423.74,2423.74,1,62,32271.19,104,0,-0.10046095951916263,0.033671835979841865
GSYT01505954761680,2750.88,2750.88,1,29,97768.98,311,1,0.24930737604806005,-0.3994576095330987
GTAS17447940803089,4602.36,4602.36,1,48,116150.19,302,2,2.0904071402088964,0.4763426181788195
GTIA26908964966681,216.56,216.56,1,64,51090.2,374,0,-2.250439035545759,1.4817974797064954
GTID75723089612694,3474.62,3474.62,1,31,145091.22,165,1,0.9538201688996806,-0.8844971818883962
GTQU36469061096033,1349.03,1349.03,1,53,64946.95,358,0,-1.1314238771466576,0.9009909929650632
GTUY69957139570016,4008.97,4008.97,1,65,147208.83,434,2,1.527506152781086,1.9917914158849164
GTZG13294027594250,469.86,469.86,1,59,111489.28,297,0,-2.0036259763800897,1.0295746912721753
GUEZ77004535859730,3428.65,3428.65,1,36,91737.21,408,1,0.9347517866391363,0.36322027462995243
GUGJ89140269631555,145.89,145.89,1,69,52735.15,183,0,-2.3436139603652673,0.8255724107328715
GULO13432406424295,3385.11,3385.11,1,21,102713.53,281,1,0.8724645701136959,-0.9181106258288029
GUMK56441493001590,842.04,842.04,1,33,107119.86,414,3,-1.6271139276643785,0.3291931924857465
GUOL58263218945108,1388.45,1388.45,1,58,123493.82,53,0,-1.123570630627501,-0.15073042944131063
GUYE00253046740718,1896.67,1896.67,1,61,28350.01,13,0,-0.6353241042514186,-0.4433836594999672
GUYF63345708117596,824.96,824.96,1,24,66954.99,324,3,-1.6627570802319573,-0.6219539491519943
GVFH54337453656026,3640.22,3640.22,1,37,93621.58,196,1,1.1175551032432944,-0.5856063109285543
GVIN92978370124710,4277.78,4277.78,1,63,148412.18,438,2,1.7940496290663055,1.9143913132702566
GVLQ73111354925867,1456.81,1456.81,1,41,137419.12,470,3,-1.0048990159557438,1.0385382375233005
GVPD85921268485637,2831.82,2831.82,1,45,131555.49,439,2,0.3542798563508506,1.0457186115129558
GVRL47872681931922,2398.0,2398.0,1,33,66234.03,364,1,-0.0962013142615139,-0.03363603275771641
GVRX75189534297039,1115.7,1115.7,1,55,62978.48,375,0,-1.3601801430816038,1.0747227476913628
GWDZ09035858726327,4586.71,4586.71,1,57,139175.05,156,2,2.061138364389432,0.27446800753071543
GWFG07487453401074,4536.28,4536.28,1,20,131028.73,38,1,1.9850652039280516,-2.0565334049327797
GWOF03350516023251,3337.33,3337.33,1,56,59900.86,136,2,0.8107614279203308,-0.04588648627227424
GXCH73714503118026,3548.95,3548.95,1,47,94906.07,151,2,1.0241118897804349,-0.3180553633150533
GXDH80049832112212,3388.35,3388.35,1,23,96362.71,417,1,0.8930315359911168,-0.19918696733090058
GXDS12604858965498,3115.47,3115.47,1,32,128372.01,102,1,0.5880435269285003,-1.1696654622026132
GXFA36686427786268,3352.23,3352.23,1,49,96211.02,243,2,0.8417065950481109,0.2162298312417271
GXGA41176142152483,1855.8,1855.8,1,47,33353.98,36,0,-0.6760250735111581,-0.9864142067035906
GXMC36375060503351,4575.47,4575.47,1,45,131145.93,63,2,2.033840912213253,-0.7526709657812436
GXMK97268395070513,1030.98,1030.98,1,22,70462.15,51,3,-1.4939449010804555,-1.996057808352166
GXQV79832323677098,3268.42,3268.42,1,52,89847.22,51,2,0.7339098484371532,-0.5595025434112211
GXZY03646871912038,4694.96,4694.96,1,26,54722.72,281,1,2.1664195685250145,-0.8222106644981343
GYAW57761406926005,3370.12,3370.12,1,26,95023.1,68,1,0.830545452587264,-1.7021720745326796
GYOY82564858647669,3401.51,3401.51,1,41,128825.09,46,2,0.866773398566517,-1.0094848584206941
GYRI47278121965735,868.65,868.65,1,31,44544.26,446,3,-1.6044418789584318,0.22746766827084802
GYWJ88823725442253,3323.53,3323.53,1,70,140188.29,199,2,0.8183304330750014,1.1166513037757881
GYWW51021401283319,4037.07,4037.07,1,60,54006.59,281,2,1.5233916853357368,0.8002725942955327
GZAM35485396104808,1764.43,1764.43,1,48,45701.1,478,0,-0.7078021245857047,1.1734238470682803
GZDB91568309531225,2163.51,2163.51,1,33,93961.38,79,3,-0.36217514036959525,-1.3014586877680332
GZFW81231239204910,1399.23,1399.23,1,44,127155.73,239,3,-1.0921894896499798,0.06907934437540664
GZIU66038090131718,884.99,884.99,1,25,132452.47,343,3,-1.592900302761419,-0.3217602292623444
GZKW24937104176285,1778.77,1778.77,1,34,51372.8,220,3,-0.7299899786978659,-0.6911322631953004
GZNV25854218808799,4284.38,4284.38,1,55,123060.76,225,2,1.7679890414145232,0.4686760601223359
GZPR01871513006340,3715.92,3715.92,1,48,59448.28,91,2,1.1779832806504575,-0.6445576304408552
GZYP04702371250682,2617.9,2617.9,1,57,114692.12,444,2,0.14415127388577392,1.5999307498078834
HABJ49646129390025,4999.54,4999.54,1,47,71126.56,101,2,2.4525856875253575,-0.6362847806814905
HAKK77979836760741,3370.66,3370.66,1,20,118362.2,63,1,0.8315509829071329,-1.9519413160811026
HANW39085830684836,2554.32,2554.32,1,27,141194.32,497,3,0.08304025515637321,0.4929662107111547
HAPG88801221243652,772.75,772.75,1,40,92268.66,472,3,-1.6881574221543592,0.8982231949002517
HATO23610809261662,3951.08,3951.08,1,56,117857.41,279,2,1.4442835528365072,0.7625496357033622
HAVA60451990818733,4486.95,4486.95,1,27,146274.34,204,1,1.9612601594440426,-0.9041122739601922
HAWK10271905814796,2675.99,2675.99,1,37,26873.06,390,1,0.1791564349259962,0.175368827617225
HAYR77226966734958,1526.47,1526.47,1,49,48073.32,267,0,-0.970349324683904,0.2377461084287922
HBBA99843361137118,4883.15,4883.15,1,58,39188.41,17,2,2.3256026461719985,-0.5877241420326557
HBBJ02369362689430,4843.7,4843.7,1,58,64567.84,81,2,2.297727156243304,-0.22226412349466643
HBEH40567712515890,4606.21,4606.21,1,42,119198.11,103,2,2.067276329691307,-0.7372900159929701
HBFC36716033841787,3171.33,3171.33,1,21,90233.71,170,1,0.6447952445739394,-1.468317764088434
HBIZ55965765786800,4990.76,4990.76,1,36,132150.4,301,2,2.4738815381804016,-0.06401374469445917
HBTZ46214706165373,2634.65,2634.65,1,60,135914.13,416,2,0.16041513195761933,1.6635183622018628
HBUN42116846038951,3831.44,3831.44,1,67,51798.98,448,2,1.3427687033221605,1.916131946304553
HBWM78019467014128,1544.8,1544.8,1,46,140779.9,475,3,-0.9153146801560887,1.3063944954134932
HBXL85821964599682,4870.03,4870.03,1,39,73751.17,332,1,2.3522188769220245,0.07970765740161376
HCEE06676654053242,4915.05,4915.05,1,48,87294.93,221,2,2.3864947435928006,0.01777836469743748
HCMI21963461087598,2628.53,2628.53,1,42,30926.85,219,1,0.11184877705764251,-0.38107207202895593
HCMU42128265859702,2531.14,2531.14,1,28,77651.06,117,1,0.003855055000262532,-1.4067664125471344
HCMU70404922240666,4662.03,4662.03,1,51,136286.23,253,2,2.1463714178409004,0.43769641123378544
HCNC17768729047742,4382.46,4382.46,1,29,131313.62,365,1,1.8772781238505298,-0.08741100821585211
HCNT76079046600559,3827.54,3827.54,1,35,110711.85,260,1,1.3129329404119228,-0.33950415023607294
HCZF75341839955780,2578.83,2578.83,1,41,84970.65,430,1,0.0958712626643015,0.7007330763570576
HDDS80425542805376,2833.77,2833.77,1,56,105817.28,259,2,0.33291256819510434,0.6561786290608126
HDGV12978552964893,439.94,439.94,1,58,120547.34,149,0,-2.0516020060122613,0.3088633057899734
HDHK27625593765118,3906.71,3906.71,1,62,34049.44,380,2,1.405180946037038,1.3131007891966828
HDIG77014389204463,3657.81,3657.81,1,18,120747.83,367,1,1.1551471067617782,-0.614947594149399
HDIS39282235963472,1908.45,1908.45,1,42,57315.47,315,0,-0.5863605239289593,0.1484339514071063
HDKL25417832112681,1353.4,1353.4,1,39,101802.67,76,3,-1.1629551732622734,-0.998124339778719
HDNJ95864917058030,849.55,849.55,1,57,20767.66,273,0,-1.6415242750205066,0.5880588016330303
HDOB25337970860437,792.29,792.29,1,23,83101.49,268,3,-1.7007523963738576,-0.8919129783633889
HDOE36132800019594,2649.43,2649.43,1,38,63043.8,438,1,0.16351670126925927,0.5398598269092074
HDWO44851954423344,4977.38,4977.38,1,43,101958.78,384,2,2.469690341664944,0.5832837328497699
HDYK79970658112450,3664.26,3664.26,1,55,89284.65,126,2,1.136655205130408,-0.07195357637249651
